Plant ID,Treatment,Variety,Day,InsectCount,PreSprayCount
M5317,Crptonyx,Merlot,1,NA,NA
M571,Crptonyx,Merlot,1,4,164
M572,Crptonyx,Merlot,1,1,66
M573,Crptonyx,Merlot,1,0,26
M574,Crptonyx,Merlot,1,0,11
M575,Crptonyx,Merlot,1,0,2
M576,Crptonyx,Merlot,1,0,1
M577,Crptonyx,Merlot,1,0,2
M578,Crptonyx,Merlot,1,0,2
M579,Crptonyx,Merlot,1,0,0
M5710,Crptonyx,Merlot,1,2,2
M5711,Crptonyx,Merlot,1,0,1
M5712,Crptonyx,Merlot,1,0,1
M5713,Crptonyx,Merlot,1,0,0
M5714,Crptonyx,Merlot,1,0,0
M5715,Crptonyx,Merlot,1,0,0
M5716,Crptonyx,Merlot,1,0,3
M621,Crptonyx,Merlot,1,0,133
M622,Crptonyx,Merlot,1,1,42
M623,Crptonyx,Merlot,1,0,32
M624,Crptonyx,Merlot,1,0,12
M625,Crptonyx,Merlot,1,0,3
M626,Crptonyx,Merlot,1,0,2
M627,Crptonyx,Merlot,1,0,1
M628,Crptonyx,Merlot,1,0,4
M629,Crptonyx,Merlot,1,0,1
M6210,Crptonyx,Merlot,1,0,3
M6211,Crptonyx,Merlot,1,0,1
M6212,Crptonyx,Merlot,1,0,3
M6213,Crptonyx,Merlot,1,0,2
M6214,Crptonyx,Merlot,1,0,2
M6215,Crptonyx,Merlot,1,0,0
M6216,Crptonyx,Merlot,1,0,3
C631,Cortes Maxx,Chardonnay,1,6,46
C632,Cortes Maxx,Chardonnay,1,3,37
C633,Cortes Maxx,Chardonnay,1,0,9
C634,Cortes Maxx,Chardonnay,1,0,4
C635,Cortes Maxx,Chardonnay,1,1,13
C636,Cortes Maxx,Chardonnay,1,0,2
C637,Cortes Maxx,Chardonnay,1,0,2
C638,Cortes Maxx,Chardonnay,1,0,0
C639,Cortes Maxx,Chardonnay,1,0,0
C6310,Cortes Maxx,Chardonnay,1,0,0
C6311,Cortes Maxx,Chardonnay,1,0,1
C6312,Cortes Maxx,Chardonnay,1,0,0
C6313,Cortes Maxx,Chardonnay,1,0,2
C6314,Cortes Maxx,Chardonnay,1,0,0
C6315,Cortes Maxx,Chardonnay,1,0,4
C6316,Cortes Maxx,Chardonnay,1,0,11
C681,Cortes Maxx,Chardonnay,1,1,97
C682,Cortes Maxx,Chardonnay,1,1,14
C683,Cortes Maxx,Chardonnay,1,1,29
C684,Cortes Maxx,Chardonnay,1,1,5
C685,Cortes Maxx,Chardonnay,1,0,9
C686,Cortes Maxx,Chardonnay,1,2,8
C687,Cortes Maxx,Chardonnay,1,0,3
C688,Cortes Maxx,Chardonnay,1,0,0
C689,Cortes Maxx,Chardonnay,1,0,0
C6910,Cortes Maxx,Chardonnay,1,1,0
C6911,Cortes Maxx,Chardonnay,1,0,1
C6912,Cortes Maxx,Chardonnay,1,0,0
C6913,Cortes Maxx,Chardonnay,1,0,1
C6914,Cortes Maxx,Chardonnay,1,0,0
C6915,Cortes Maxx,Chardonnay,1,NA,0
C6916,Cortes Maxx,Chardonnay,1,NA,6
C731,Cortes Maxx,Chardonnay,1,1,75
C732,Cortes Maxx,Chardonnay,1,2,31
C733,Cortes Maxx,Chardonnay,1,2,28
C734,Cortes Maxx,Chardonnay,1,2,9
C735,Cortes Maxx,Chardonnay,1,0,14
C736,Cortes Maxx,Chardonnay,1,0,6
C737,Cortes Maxx,Chardonnay,1,0,18
C738,Cortes Maxx,Chardonnay,1,0,4
C739,Cortes Maxx,Chardonnay,1,0,4
C7310,Cortes Maxx,Chardonnay,1,0,3
C7311,Cortes Maxx,Chardonnay,1,0,1
C7312,Cortes Maxx,Chardonnay,1,0,0
C7313,Cortes Maxx,Chardonnay,1,0,3
C7314,Cortes Maxx,Chardonnay,1,0,0
C7315,Cortes Maxx,Chardonnay,1,0,0
C7316,Cortes Maxx,Chardonnay,1,0,4
C781,Cortes Maxx,Chardonnay,1,0,43
C782,Cortes Maxx,Chardonnay,1,3,66
C783,Cortes Maxx,Chardonnay,1,0,30
C784,Cortes Maxx,Chardonnay,1,0,7
C785,Cortes Maxx,Chardonnay,1,0,3
C786,Cortes Maxx,Chardonnay,1,0,2
C787,Cortes Maxx,Chardonnay,1,0,1
C788,Cortes Maxx,Chardonnay,1,0,3
C789,Cortes Maxx,Chardonnay,1,0,1
C7810,Cortes Maxx,Chardonnay,1,0,0
C7811,Cortes Maxx,Chardonnay,1,0,1
C7812,Cortes Maxx,Chardonnay,1,0,3
C7813,Cortes Maxx,Chardonnay,1,0,0
C7814,Cortes Maxx,Chardonnay,1,0,0
C841,Cortes Maxx,Chardonnay,1,6,91
C842,Cortes Maxx,Chardonnay,1,1,61
C843,Cortes Maxx,Chardonnay,1,1,44
C844,Cortes Maxx,Chardonnay,1,4,40
C845,Cortes Maxx,Chardonnay,1,2,50
C846,Cortes Maxx,Chardonnay,1,0,19
C847,Cortes Maxx,Chardonnay,1,0,29
C848,Cortes Maxx,Chardonnay,1,3,30
C849,Cortes Maxx,Chardonnay,1,2,14
C8410,Cortes Maxx,Chardonnay,1,2,34
C8411,Cortes Maxx,Chardonnay,1,0,12
C8412,Cortes Maxx,Chardonnay,1,0,8
C8413,Cortes Maxx,Chardonnay,1,1,3
C8414,Cortes Maxx,Chardonnay,1,0,25
CF11,Crptonyx,Cabernet franc,2,0,41
CF12,Crptonyx,Cabernet franc,2,1,19
CF13,Crptonyx,Cabernet franc,2,0,16
CF14,Crptonyx,Cabernet franc,2,1,29
CF15,Crptonyx,Cabernet franc,2,0,19
CF16,Crptonyx,Cabernet franc,2,0,32
CF17,Crptonyx,Cabernet franc,2,0,15
CF18,Crptonyx,Cabernet franc,2,0,14
CF19,Crptonyx,Cabernet franc,2,0,8
CF110,Crptonyx,Cabernet franc,2,0,2
CF111,Crptonyx,Cabernet franc,2,0,23
CF112,Crptonyx,Cabernet franc,2,0,11
CF113,Crptonyx,Cabernet franc,2,1,22
CF114,Crptonyx,Cabernet franc,2,0,17
CF115,Crptonyx,Cabernet franc,2,1,31
CF116,Crptonyx,Cabernet franc,2,0,46
CF117,Crptonyx,Cabernet franc,2,1,69
CF61,Crptonyx,Cabernet franc,2,1,19
CF62,Crptonyx,Cabernet franc,2,0,3
CF63,Crptonyx,Cabernet franc,2,0,13
CF64,Crptonyx,Cabernet franc,2,0,10
CF65,Crptonyx,Cabernet franc,2,0,8
CF66,Crptonyx,Cabernet franc,2,0,5
CF67,Crptonyx,Cabernet franc,2,0,0
CF68,Crptonyx,Cabernet franc,2,0,0
CF69,Crptonyx,Cabernet franc,2,0,2
CF610,Crptonyx,Cabernet franc,2,0,1
CF611,Crptonyx,Cabernet franc,2,0,0
CF612,Crptonyx,Cabernet franc,2,0,3
CF613,Crptonyx,Cabernet franc,2,0,3
CF614,Crptonyx,Cabernet franc,2,0,6
CF615,Crptonyx,Cabernet franc,2,0,13
CF616,Crptonyx,Cabernet franc,2,1,12
CF617,Crptonyx,Cabernet franc,2,2,9
CF121,Crptonyx,Cabernet franc,2,1,21
CF122,Crptonyx,Cabernet franc,2,0,7
CF123,Crptonyx,Cabernet franc,2,0,6
CF124,Crptonyx,Cabernet franc,2,0,4
CF125,Crptonyx,Cabernet franc,2,0,3
CF126,Crptonyx,Cabernet franc,2,0,1
CF127,Crptonyx,Cabernet franc,2,0,1
CF128,Crptonyx,Cabernet franc,2,0,1
CF129,Crptonyx,Cabernet franc,2,0,1
CF1210,Crptonyx,Cabernet franc,2,0,1
CF1211,Crptonyx,Cabernet franc,2,0,3
CF1212,Crptonyx,Cabernet franc,2,0,4
CF1213,Crptonyx,Cabernet franc,2,0,1
CF1214,Crptonyx,Cabernet franc,2,0,1
CF1215,Crptonyx,Cabernet franc,2,0,0
CF1216,Crptonyx,Cabernet franc,2,0,1
CF1217,Crptonyx,Cabernet franc,2,0,4
CF171,Crptonyx,Cabernet franc,2,0,17
CF172,Crptonyx,Cabernet franc,2,0,6
CF173,Crptonyx,Cabernet franc,2,0,5
CF174,Crptonyx,Cabernet franc,2,0,5
CF175,Crptonyx,Cabernet franc,2,0,2
CF176,Crptonyx,Cabernet franc,2,0,1
CF177,Crptonyx,Cabernet franc,2,0,2
CF178,Crptonyx,Cabernet franc,2,0,6
CF179,Crptonyx,Cabernet franc,2,0,4
CF1710,Crptonyx,Cabernet franc,2,0,0
CF1711,Crptonyx,Cabernet franc,2,0,1
CF1712,Crptonyx,Cabernet franc,2,0,0
CF1713,Crptonyx,Cabernet franc,2,0,2
CF1714,Crptonyx,Cabernet franc,2,0,1
CF1715,Crptonyx,Cabernet franc,2,0,7
CF1716,Crptonyx,Cabernet franc,2,0,2
CF1717,Crptonyx,Cabernet franc,2,0,9
CF1718,Crptonyx,Cabernet franc,2,0,10
CF221,Crptonyx,Cabernet franc,2,1,71
CF222,Crptonyx,Cabernet franc,2,0,19
CF223,Crptonyx,Cabernet franc,2,0,7
CF224,Crptonyx,Cabernet franc,2,0,11
CF225,Crptonyx,Cabernet franc,2,0,5
CF226,Crptonyx,Cabernet franc,2,0,4
CF227,Crptonyx,Cabernet franc,2,0,6
CF228,Crptonyx,Cabernet franc,2,0,8
CF229,Crptonyx,Cabernet franc,2,0,3
CF2210,Crptonyx,Cabernet franc,2,0,7
CF2211,Crptonyx,Cabernet franc,2,0,1
CF2212,Crptonyx,Cabernet franc,2,0,3
CF2213,Crptonyx,Cabernet franc,2,0,0
CF2214,Crptonyx,Cabernet franc,2,0,7
CF2215,Crptonyx,Cabernet franc,2,0,3
CF2216,Crptonyx,Cabernet franc,2,0,5
CF2217,Crptonyx,Cabernet franc,2,0,5
CS231,Cortes Maxx,Cabernet Sauv,2,8,71
CS232,Cortes Maxx,Cabernet Sauv,2,4,14
CS233,Cortes Maxx,Cabernet Sauv,2,0,2
CS234,Cortes Maxx,Cabernet Sauv,2,0,4
CS235,Cortes Maxx,Cabernet Sauv,2,1,5
CS236,Cortes Maxx,Cabernet Sauv,2,0,1
CS237,Cortes Maxx,Cabernet Sauv,2,0,0
CS238,Cortes Maxx,Cabernet Sauv,2,3,3
CS239,Cortes Maxx,Cabernet Sauv,2,0,2
CS2310,Cortes Maxx,Cabernet Sauv,2,1,1
CS2311,Cortes Maxx,Cabernet Sauv,2,0,0
CS2312,Cortes Maxx,Cabernet Sauv,2,0,5
CS2313,Cortes Maxx,Cabernet Sauv,2,0,0
CS2314,Cortes Maxx,Cabernet Sauv,2,0,0
CS2315,Cortes Maxx,Cabernet Sauv,2,0,2
CS2316,Cortes Maxx,Cabernet Sauv,2,0,2
CS2317,Cortes Maxx,Cabernet Sauv,2,0,2
CS281,Cortes Maxx,Cabernet Sauv,2,19,44
CS282,Cortes Maxx,Cabernet Sauv,2,2,10
CS283,Cortes Maxx,Cabernet Sauv,2,1,8
CS284,Cortes Maxx,Cabernet Sauv,2,1,4
CS285,Cortes Maxx,Cabernet Sauv,2,0,2
CS286,Cortes Maxx,Cabernet Sauv,2,1,4
CS287,Cortes Maxx,Cabernet Sauv,2,1,1
CS288,Cortes Maxx,Cabernet Sauv,2,0,1
CS289,Cortes Maxx,Cabernet Sauv,2,0,0
CS2810,Cortes Maxx,Cabernet Sauv,2,0,1
CS2811,Cortes Maxx,Cabernet Sauv,2,0,4
CS2812,Cortes Maxx,Cabernet Sauv,2,2,2
CS2813,Cortes Maxx,Cabernet Sauv,2,1,0
CS2814,Cortes Maxx,Cabernet Sauv,2,1,0
CS2815,Cortes Maxx,Cabernet Sauv,2,0,1
CS2816,Cortes Maxx,Cabernet Sauv,2,0,3
CS2817,Cortes Maxx,Cabernet Sauv,2,2,4
CS331,Cortes Maxx,Cabernet Sauv,2,2,4
CS332,Cortes Maxx,Cabernet Sauv,2,1,2
CS333,Cortes Maxx,Cabernet Sauv,2,0,3
CS334,Cortes Maxx,Cabernet Sauv,2,2,2
CS335,Cortes Maxx,Cabernet Sauv,2,0,0
CS336,Cortes Maxx,Cabernet Sauv,2,0,1
CS337,Cortes Maxx,Cabernet Sauv,2,0,2
CS338,Cortes Maxx,Cabernet Sauv,2,0,4
CS339,Cortes Maxx,Cabernet Sauv,2,2,2
CS3310,Cortes Maxx,Cabernet Sauv,2,0,0
CS3311,Cortes Maxx,Cabernet Sauv,2,0,2
CS3312,Cortes Maxx,Cabernet Sauv,2,0,3
CS3313,Cortes Maxx,Cabernet Sauv,2,0,0
CS3314,Cortes Maxx,Cabernet Sauv,2,NA,0
CS371,Cortes Maxx,Cabernet Sauv,2,30,41
CS372,Cortes Maxx,Cabernet Sauv,2,11,21
CS373,Cortes Maxx,Cabernet Sauv,2,0,8
CS374,Cortes Maxx,Cabernet Sauv,2,2,3
CS375,Cortes Maxx,Cabernet Sauv,2,0,1
CS376,Cortes Maxx,Cabernet Sauv,2,0,4
CS377,Cortes Maxx,Cabernet Sauv,2,0,0
CS378,Cortes Maxx,Cabernet Sauv,2,0,0
CS379,Cortes Maxx,Cabernet Sauv,2,1,2
CS3710,Cortes Maxx,Cabernet Sauv,2,0,0
CS3711,Cortes Maxx,Cabernet Sauv,2,0,0
CS3712,Cortes Maxx,Cabernet Sauv,2,0,1
CS3713,Cortes Maxx,Cabernet Sauv,2,0,2
CS3714,Cortes Maxx,Cabernet Sauv,2,0,1
CS3715,Cortes Maxx,Cabernet Sauv,2,0,1
CS3716,Cortes Maxx,Cabernet Sauv,2,1,3
CS3717,Cortes Maxx,Cabernet Sauv,2,0,2
CS421,Cortes Maxx,Cabernet Sauv,2,17,111
CS422,Cortes Maxx,Cabernet Sauv,2,4,17
CS423,Cortes Maxx,Cabernet Sauv,2,3,10
CS424,Cortes Maxx,Cabernet Sauv,2,3,3
CS425,Cortes Maxx,Cabernet Sauv,2,0,4
CS426,Cortes Maxx,Cabernet Sauv,2,0,3
CS427,Cortes Maxx,Cabernet Sauv,2,0,2
CS428,Cortes Maxx,Cabernet Sauv,2,0,0
CS429,Cortes Maxx,Cabernet Sauv,2,0,2
CS4210,Cortes Maxx,Cabernet Sauv,2,1,1
CS4211,Cortes Maxx,Cabernet Sauv,2,0,1
CS4212,Cortes Maxx,Cabernet Sauv,2,0,0
CS4213,Cortes Maxx,Cabernet Sauv,2,0,0
CS4214,Cortes Maxx,Cabernet Sauv,2,0,0
CS4215,Cortes Maxx,Cabernet Sauv,2,0,0
CS4216,Cortes Maxx,Cabernet Sauv,2,0,3
CS4217,Cortes Maxx,Cabernet Sauv,2,0,2
M431,Crptonyx,Merlot,2,0,60
M432,Crptonyx,Merlot,2,1,34
M433,Crptonyx,Merlot,2,0,25
M434,Crptonyx,Merlot,2,0,8
M435,Crptonyx,Merlot,2,0,10
M436,Crptonyx,Merlot,2,0,2
M437,Crptonyx,Merlot,2,0,7
M438,Crptonyx,Merlot,2,0,1
M439,Crptonyx,Merlot,2,0,0
M4310,Crptonyx,Merlot,2,0,1
M4311,Crptonyx,Merlot,2,0,1
M4312,Crptonyx,Merlot,2,0,1
M4313,Crptonyx,Merlot,2,0,1
M4314,Crptonyx,Merlot,2,0,2
M4315,Crptonyx,Merlot,2,0,0
M4316,Crptonyx,Merlot,2,0,0
M4317,Crptonyx,Merlot,2,0,5
M481,Crptonyx,Merlot,2,1,77
M482,Crptonyx,Merlot,2,2,33
M483,Crptonyx,Merlot,2,0,14
M484,Crptonyx,Merlot,2,0,9
M485,Crptonyx,Merlot,2,0,4
M486,Crptonyx,Merlot,2,0,6
M487,Crptonyx,Merlot,2,0,4
M488,Crptonyx,Merlot,2,0,3
M489,Crptonyx,Merlot,2,0,1
M4810,Crptonyx,Merlot,2,0,0
M4811,Crptonyx,Merlot,2,0,2
M4812,Crptonyx,Merlot,2,0,1
M4813,Crptonyx,Merlot,2,0,0
M4814,Crptonyx,Merlot,2,0,0
M4815,Crptonyx,Merlot,2,0,1
M4816,Crptonyx,Merlot,2,0,0
M4817,Crptonyx,Merlot,2,0,0
M531,Crptonyx,Merlot,2,3,149
M532,Crptonyx,Merlot,2,2,83
M533,Crptonyx,Merlot,2,0,38
M534,Crptonyx,Merlot,2,0,3
M535,Crptonyx,Merlot,2,0,6
M536,Crptonyx,Merlot,2,0,3
M537,Crptonyx,Merlot,2,0,2
M538,Crptonyx,Merlot,2,0,0
M539,Crptonyx,Merlot,2,0,3
M5310,Crptonyx,Merlot,2,0,1
M5311,Crptonyx,Merlot,2,0,5
M5312,Crptonyx,Merlot,2,0,1
M5313,Crptonyx,Merlot,2,0,0
M5314,Crptonyx,Merlot,2,0,0
M5315,Crptonyx,Merlot,2,0,0
M5316,Crptonyx,Merlot,2,0,3
M5317,Crptonyx,Merlot,2,0,NA
M571,Crptonyx,Merlot,2,4,164
M572,Crptonyx,Merlot,2,2,66
M573,Crptonyx,Merlot,2,0,26
M574,Crptonyx,Merlot,2,0,11
M575,Crptonyx,Merlot,2,0,2
M576,Crptonyx,Merlot,2,0,1
M577,Crptonyx,Merlot,2,0,2
M578,Crptonyx,Merlot,2,0,2
M579,Crptonyx,Merlot,2,0,0
M5710,Crptonyx,Merlot,2,0,2
M5711,Crptonyx,Merlot,2,0,1
M5712,Crptonyx,Merlot,2,0,1
M5713,Crptonyx,Merlot,2,0,0
M5714,Crptonyx,Merlot,2,0,0
M5715,Crptonyx,Merlot,2,0,0
M5716,Crptonyx,Merlot,2,0,3
M621,Crptonyx,Merlot,2,1,133
M622,Crptonyx,Merlot,2,2,42
M623,Crptonyx,Merlot,2,2,32
M624,Crptonyx,Merlot,2,0,12
M625,Crptonyx,Merlot,2,0,3
M626,Crptonyx,Merlot,2,0,2
M627,Crptonyx,Merlot,2,0,1
M628,Crptonyx,Merlot,2,0,4
M629,Crptonyx,Merlot,2,0,1
M6210,Crptonyx,Merlot,2,0,3
M6211,Crptonyx,Merlot,2,0,1
M6212,Crptonyx,Merlot,2,0,3
M6213,Crptonyx,Merlot,2,0,2
M6214,Crptonyx,Merlot,2,0,2
M6215,Crptonyx,Merlot,2,0,0
M6216,Crptonyx,Merlot,2,0,3
C631,Cortes Maxx,Chardonnay,2,43,46
C632,Cortes Maxx,Chardonnay,2,13,37
C633,Cortes Maxx,Chardonnay,2,6,9
C634,Cortes Maxx,Chardonnay,2,3,4
C635,Cortes Maxx,Chardonnay,2,0,13
C636,Cortes Maxx,Chardonnay,2,0,2
C637,Cortes Maxx,Chardonnay,2,0,2
C638,Cortes Maxx,Chardonnay,2,0,0
C639,Cortes Maxx,Chardonnay,2,0,0
C6310,Cortes Maxx,Chardonnay,2,0,0
C6311,Cortes Maxx,Chardonnay,2,1,1
C6312,Cortes Maxx,Chardonnay,2,1,0
C6313,Cortes Maxx,Chardonnay,2,1,2
C6314,Cortes Maxx,Chardonnay,2,0,0
C6315,Cortes Maxx,Chardonnay,2,0,4
C6316,Cortes Maxx,Chardonnay,2,0,11
C681,Cortes Maxx,Chardonnay,2,21,97
C682,Cortes Maxx,Chardonnay,2,9,14
C683,Cortes Maxx,Chardonnay,2,2,29
C684,Cortes Maxx,Chardonnay,2,3,5
C685,Cortes Maxx,Chardonnay,2,0,9
C686,Cortes Maxx,Chardonnay,2,1,8
C687,Cortes Maxx,Chardonnay,2,0,3
C688,Cortes Maxx,Chardonnay,2,0,0
C689,Cortes Maxx,Chardonnay,2,0,0
C6910,Cortes Maxx,Chardonnay,2,0,0
C6911,Cortes Maxx,Chardonnay,2,1,1
C6912,Cortes Maxx,Chardonnay,2,1,0
C6913,Cortes Maxx,Chardonnay,2,0,1
C6914,Cortes Maxx,Chardonnay,2,0,0
C6915,Cortes Maxx,Chardonnay,2,1,0
C6916,Cortes Maxx,Chardonnay,2,0,6
C731,Cortes Maxx,Chardonnay,2,20,75
C732,Cortes Maxx,Chardonnay,2,9,31
C733,Cortes Maxx,Chardonnay,2,27,28
C734,Cortes Maxx,Chardonnay,2,9,9
C735,Cortes Maxx,Chardonnay,2,2,14
C736,Cortes Maxx,Chardonnay,2,0,6
C737,Cortes Maxx,Chardonnay,2,0,18
C738,Cortes Maxx,Chardonnay,2,2,4
C739,Cortes Maxx,Chardonnay,2,1,4
C7310,Cortes Maxx,Chardonnay,2,1,3
C7311,Cortes Maxx,Chardonnay,2,0,1
C7312,Cortes Maxx,Chardonnay,2,0,0
C7313,Cortes Maxx,Chardonnay,2,0,3
C7314,Cortes Maxx,Chardonnay,2,0,0
C7315,Cortes Maxx,Chardonnay,2,0,0
C7316,Cortes Maxx,Chardonnay,2,1,4
C781,Cortes Maxx,Chardonnay,2,12,43
C782,Cortes Maxx,Chardonnay,2,9,66
C783,Cortes Maxx,Chardonnay,2,2,30
C784,Cortes Maxx,Chardonnay,2,2,7
C785,Cortes Maxx,Chardonnay,2,1,3
C786,Cortes Maxx,Chardonnay,2,1,2
C787,Cortes Maxx,Chardonnay,2,4,1
C788,Cortes Maxx,Chardonnay,2,1,3
C789,Cortes Maxx,Chardonnay,2,0,1
C7810,Cortes Maxx,Chardonnay,2,0,0
C7811,Cortes Maxx,Chardonnay,2,1,1
C7812,Cortes Maxx,Chardonnay,2,0,3
C7813,Cortes Maxx,Chardonnay,2,0,0
C7814,Cortes Maxx,Chardonnay,2,0,0
C841,Cortes Maxx,Chardonnay,2,31,91
C842,Cortes Maxx,Chardonnay,2,15,61
C843,Cortes Maxx,Chardonnay,2,17,44
C844,Cortes Maxx,Chardonnay,2,5,40
C845,Cortes Maxx,Chardonnay,2,5,50
C846,Cortes Maxx,Chardonnay,2,5,19
C847,Cortes Maxx,Chardonnay,2,9,29
C848,Cortes Maxx,Chardonnay,2,4,30
C849,Cortes Maxx,Chardonnay,2,4,14
C8410,Cortes Maxx,Chardonnay,2,12,34
C8411,Cortes Maxx,Chardonnay,2,0,12
C8412,Cortes Maxx,Chardonnay,2,1,8
C8413,Cortes Maxx,Chardonnay,2,5,3
C8414,Cortes Maxx,Chardonnay,2,3,25
CF11,Crptonyx,Cabernet franc,3,1,41
CF12,Crptonyx,Cabernet franc,3,0,19
CF13,Crptonyx,Cabernet franc,3,0,16
CF14,Crptonyx,Cabernet franc,3,2,29
CF15,Crptonyx,Cabernet franc,3,0,19
CF16,Crptonyx,Cabernet franc,3,0,32
CF17,Crptonyx,Cabernet franc,3,0,15
CF18,Crptonyx,Cabernet franc,3,0,14
CF19,Crptonyx,Cabernet franc,3,2,8
CF110,Crptonyx,Cabernet franc,3,0,2
CF111,Crptonyx,Cabernet franc,3,1,23
CF112,Crptonyx,Cabernet franc,3,0,11
CF113,Crptonyx,Cabernet franc,3,0,22
CF114,Crptonyx,Cabernet franc,3,0,17
CF115,Crptonyx,Cabernet franc,3,1,31
CF116,Crptonyx,Cabernet franc,3,0,46
CF117,Crptonyx,Cabernet franc,3,0,69
CF61,Crptonyx,Cabernet franc,3,0,19
CF62,Crptonyx,Cabernet franc,3,0,3
CF63,Crptonyx,Cabernet franc,3,0,13
CF64,Crptonyx,Cabernet franc,3,0,10
CF65,Crptonyx,Cabernet franc,3,0,8
CF66,Crptonyx,Cabernet franc,3,0,5
CF67,Crptonyx,Cabernet franc,3,0,0
CF68,Crptonyx,Cabernet franc,3,0,0
CF69,Crptonyx,Cabernet franc,3,0,2
CF610,Crptonyx,Cabernet franc,3,0,1
CF611,Crptonyx,Cabernet franc,3,0,0
CF612,Crptonyx,Cabernet franc,3,0,3
CF613,Crptonyx,Cabernet franc,3,0,3
CF614,Crptonyx,Cabernet franc,3,0,6
CF615,Crptonyx,Cabernet franc,3,0,13
CF616,Crptonyx,Cabernet franc,3,0,12
CF617,Crptonyx,Cabernet franc,3,0,9
CF121,Crptonyx,Cabernet franc,3,0,21
CF122,Crptonyx,Cabernet franc,3,0,7
CF123,Crptonyx,Cabernet franc,3,0,6
CF124,Crptonyx,Cabernet franc,3,0,4
CF125,Crptonyx,Cabernet franc,3,0,3
CF126,Crptonyx,Cabernet franc,3,0,1
CF127,Crptonyx,Cabernet franc,3,0,1
CF128,Crptonyx,Cabernet franc,3,0,1
CF129,Crptonyx,Cabernet franc,3,0,1
CF1210,Crptonyx,Cabernet franc,3,0,1
CF1211,Crptonyx,Cabernet franc,3,0,3
CF1212,Crptonyx,Cabernet franc,3,0,4
CF1213,Crptonyx,Cabernet franc,3,0,1
CF1214,Crptonyx,Cabernet franc,3,0,1
CF1215,Crptonyx,Cabernet franc,3,0,0
CF1216,Crptonyx,Cabernet franc,3,0,1
CF1217,Crptonyx,Cabernet franc,3,0,4
CF171,Crptonyx,Cabernet franc,3,5,17
CF172,Crptonyx,Cabernet franc,3,0,6
CF173,Crptonyx,Cabernet franc,3,0,5
CF174,Crptonyx,Cabernet franc,3,0,5
CF175,Crptonyx,Cabernet franc,3,0,2
CF176,Crptonyx,Cabernet franc,3,0,1
CF177,Crptonyx,Cabernet franc,3,0,2
CF178,Crptonyx,Cabernet franc,3,0,6
CF179,Crptonyx,Cabernet franc,3,0,4
CF1710,Crptonyx,Cabernet franc,3,0,0
CF1711,Crptonyx,Cabernet franc,3,0,1
CF1712,Crptonyx,Cabernet franc,3,0,0
CF1713,Crptonyx,Cabernet franc,3,0,2
CF1714,Crptonyx,Cabernet franc,3,1,1
CF1715,Crptonyx,Cabernet franc,3,0,7
CF1716,Crptonyx,Cabernet franc,3,1,2
CF1717,Crptonyx,Cabernet franc,3,0,9
CF1718,Crptonyx,Cabernet franc,3,0,10
CF221,Crptonyx,Cabernet franc,3,4,71
CF222,Crptonyx,Cabernet franc,3,1,19
CF223,Crptonyx,Cabernet franc,3,0,7
CF224,Crptonyx,Cabernet franc,3,0,11
CF225,Crptonyx,Cabernet franc,3,0,5
CF226,Crptonyx,Cabernet franc,3,0,4
CF227,Crptonyx,Cabernet franc,3,0,6
CF228,Crptonyx,Cabernet franc,3,0,8
CF229,Crptonyx,Cabernet franc,3,0,3
CF2210,Crptonyx,Cabernet franc,3,0,7
CF2211,Crptonyx,Cabernet franc,3,0,1
CF2212,Crptonyx,Cabernet franc,3,0,3
CF2213,Crptonyx,Cabernet franc,3,0,0
CF2214,Crptonyx,Cabernet franc,3,0,7
CF2215,Crptonyx,Cabernet franc,3,0,3
CF2216,Crptonyx,Cabernet franc,3,0,5
CF2217,Crptonyx,Cabernet franc,3,0,5
CS231,Cortes Maxx,Cabernet Sauv,3,31,71
CS232,Cortes Maxx,Cabernet Sauv,3,2,14
CS233,Cortes Maxx,Cabernet Sauv,3,0,2
CS234,Cortes Maxx,Cabernet Sauv,3,0,4
CS235,Cortes Maxx,Cabernet Sauv,3,0,5
CS236,Cortes Maxx,Cabernet Sauv,3,0,1
CS237,Cortes Maxx,Cabernet Sauv,3,0,0
CS238,Cortes Maxx,Cabernet Sauv,3,0,3
CS239,Cortes Maxx,Cabernet Sauv,3,0,2
CS2310,Cortes Maxx,Cabernet Sauv,3,0,1
CS2311,Cortes Maxx,Cabernet Sauv,3,0,0
CS2312,Cortes Maxx,Cabernet Sauv,3,0,5
CS2313,Cortes Maxx,Cabernet Sauv,3,0,0
CS2314,Cortes Maxx,Cabernet Sauv,3,0,0
CS2315,Cortes Maxx,Cabernet Sauv,3,0,2
CS2316,Cortes Maxx,Cabernet Sauv,3,1,2
CS2317,Cortes Maxx,Cabernet Sauv,3,0,2
CS281,Cortes Maxx,Cabernet Sauv,3,44,44
CS282,Cortes Maxx,Cabernet Sauv,3,2,10
CS283,Cortes Maxx,Cabernet Sauv,3,1,8
CS284,Cortes Maxx,Cabernet Sauv,3,1,4
CS285,Cortes Maxx,Cabernet Sauv,3,0,2
CS286,Cortes Maxx,Cabernet Sauv,3,0,4
CS287,Cortes Maxx,Cabernet Sauv,3,0,1
CS288,Cortes Maxx,Cabernet Sauv,3,0,1
CS289,Cortes Maxx,Cabernet Sauv,3,0,0
CS2810,Cortes Maxx,Cabernet Sauv,3,0,1
CS2811,Cortes Maxx,Cabernet Sauv,3,1,4
